# X; Y; Z;
# Expressed in camera 1 frame with metric units 
2.223646841601121480e+02;-2.002757715200013706e+02;6.292340040800000907e+02
2.044363457973253517e+01;-1.315390519498621131e+02;6.613604359800013981e+02
1.088626323301046597e+02;-2.380842086010648728e+01;7.657714761299992006e+02
-1.059231394800229822e+02;1.210522498599554382e+02;9.027933752799996228e+02
9.492047826001592625e+01;1.919199671800384976e+02;8.680802993800000422e+02
1.212733359799061361e+02;-1.117065909598348554e+02;6.550699284600011651e+02
1.815968274100112865e+02;-5.868101974021207212e+01;7.609489808899987793e+02
1.446341014998689545e+01;-8.893791478018391672e+01;6.993128836699988824e+02
6.808750856007365826e+01;1.756638898700145432e+02;8.486337944800002333e+02
2.749403489998449146e+01;2.595010990000605489e+02;8.329584693800003379e+02
1.289454171982355746e+01;6.159768144011820112e+01;7.631201963600011595e+02
-5.259412489012388647e+01;-4.030341992988554267e+01;7.727048491900008003e+02
1.694289959898901827e+02;1.345265340801266802e+02;9.756789915900010328e+02
-8.374399050035183478e+00;-3.929783775003051005e+01;7.315040419499997597e+02
-2.446640197019380025e+01;1.985017027101524718e+02;7.868108900300013602e+02
1.963510008698686420e+02;-7.747300752999065310e+01;7.412168009100003019e+02
1.755119369200272104e+02;-1.629577413101735885e+02;6.352560175199987498e+02
1.715175565500080097e+02;4.240712489834382204e+00;8.343342783099992630e+02
7.020460894994887724e+01;-6.505889457006898624e+01;7.164230139499998131e+02
1.130131097100380231e+02;-3.874182668501149465e+02;7.628926543499992476e+02
6.427864555003802138e+01;-9.391322211011494403e+01;6.829489972699992677e+02
6.744282248988598383e+01;-1.203838855700249013e+02;6.372127033300000676e+02
1.864616729700647397e+02;-9.441679940001780835e+01;7.252574102899997115e+02
1.438006382197395681e+02;-2.887505493698560031e+02;6.777378637800013621e+02
3.800325943597991909e+02;1.726055338001463895e+02;1.025474717840001404e+03
1.400724854698498234e+02;-1.922075966398836897e+02;6.342309069900011309e+02
2.416626780598109008e+02;-1.212742608299667069e+02;7.109502551800004539e+02
1.692922033600572718e+02;-1.903449845701229322e+02;6.145610411999992948e+02
-1.043536844009664399e+01;2.532781333994086381e+01;7.947450816000000486e+02
1.058063275199291127e+02;1.086895460902097170e+02;9.079804059600015762e+02
2.582677666197447479e+02;-3.414177241698762373e+02;6.789530354200013562e+02
-3.213974909006429925e+01;-2.173819302498832258e+02;7.081246508300007463e+02
1.413768288299732774e+02;-1.934073704600971269e+02;6.344018712299995286e+02
1.005823905299225913e+02;1.427238643899328849e+02;8.882519976099996484e+02
1.752922581298376201e+02;2.231839377801304067e+02;9.563912956500008704e+02
-2.159562318997978636e+01;-1.499137125601797322e+02;6.862087436099991464e+02
7.817822998984044602e+01;4.451058846299849847e+02;1.019337142550000067e+03
1.076666860999966957e+02;1.542481545400464711e+02;8.833551119000003382e+02
-7.964278465983905164e+01;-8.407723930057676043e+00;8.360331480999992664e+02
-2.223691574001691862e+01;1.869215321401332517e+02;7.997316297000006671e+02
-1.908841519007320997e+01;1.044817958700844542e+02;8.181991170100005775e+02
2.424725445100806667e+02;2.724231543600207033e+02;1.103407828310000241e+03
1.298568945500351788e+02;1.831495335000304863e+02;9.128814465500003053e+02
9.706237861996901017e+01;-1.093310029798789742e+02;6.578949504200007823e+02
1.338282764998728283e+02;-2.460847481998391117e+02;6.594765608600013138e+02
2.777503961497832279e+02;1.206713246701078788e+02;9.269139071100011051e+02
8.708620297981467218e+01;-3.418788232299141896e+02;7.497150822200007951e+02
-6.079958800015487697e+01;-2.499436579397645346e+02;7.058791191200015191e+02
6.895739969991601015e+01;1.200781564002579316e+01;8.190938730200003874e+02
3.530305338005256033e+01;-3.284983284800038064e+02;7.457996526999999105e+02
2.368602996399010010e+02;4.637647990001853486e+02;1.152473189600001206e+03
-7.384022102000233190e+01;5.431280186987473257e+01;8.771895280199995568e+02
1.750511250000980681e+02;4.934841708899864443e+02;1.153627675039999986e+03
-7.490784562014499670e+01;2.176403274200961562e+02;8.177264042600007770e+02
3.514409638298268419e+02;2.361651514600717690e+02;1.102775434190000624e+03
-9.490935546010089752e+01;-7.771765833984098037e+01;7.854554692600008821e+02
2.696209261201083791e+02;1.396791243099461042e+02;9.645062594799993576e+02
2.112832414800731726e+02;1.244049725699155715e+02;9.784098997599995755e+02
1.431390156100023319e+02;-3.864321216298747572e+02;7.553964736500008712e+02
2.592883339999868895e+02;-1.373448504301839250e+02;6.902685667199990576e+02
2.026963820598869006e+02;3.549807070401731153e+02;1.071503569100001414e+03
1.024428617098465395e+02;5.603750094016277217e+01;8.798671557100012706e+02
