# X; Y; Z;
# Expressed in camera 1 frame with metric units 
4.821976529832021185e+00;-3.360949153994842220e+01;7.327436937300004729e+02
1.548102765400539624e+02;-2.225255951500764979e+02;6.362737751399994295e+02
1.702275776900436597e+02;1.900441608999639129e+02;9.917226802099997940e+02
2.077877242399573277e+02;-8.227099402013560336e+01;7.295597915599992120e+02
1.275480003300366008e+02;4.961308139995778532e+01;8.797876910499998075e+02
2.126516150699089849e+02;-2.548887032998030122e+01;8.117448113500005320e+02
4.708693976988786289e+01;-1.782925172499986388e+02;6.720498540100003311e+02
1.376188316800366351e+02;-1.378250427500422290e+02;6.423535995999998249e+02
-1.236275300403487792e-01;-1.482130495800103063e+02;6.789414532700000109e+02
5.066449904259009464e-03;-3.739320327986114023e+01;7.278204135300009057e+02
4.374260244993478608e+01;2.032954425999188572e+02;7.923012354899997263e+02
-3.652402984011684595e+01;-1.756948995898794692e+02;6.935782823200008806e+02
7.384082271991833579e+01;-2.047606472984893600e+01;7.899108200000008537e+02
1.714260562197987099e+02;3.735309759004734076e+01;8.790829463400007171e+02
4.726233166973958788e+01;-3.096598241698559946e+02;7.348357776300011892e+02
2.952822894400887321e+02;-4.161854872014495044e+01;7.757910905599990201e+02
-3.562119605014357404e+01;4.700381076002344116e+01;8.362118680300003462e+02
2.487196067199521679e+02;-1.407652912901154139e+02;6.886172623599993585e+02
4.053981018015203119e+01;-3.211348059700900990e+02;7.415323534999990898e+02
-9.929655621005869648e+01;2.241403869001956650e+02;8.422454873900012444e+02
1.184788722798038805e+02;-3.460617059499728612e+02;7.376473435600006496e+02
2.262774227199023755e+02;-1.220206335498874211e+02;7.082723520000009785e+02
7.057631527003002248e+01;-2.319543441299493338e+02;6.944957094700002926e+02
-5.613532113997089112e+01;-2.173197417301473138e+02;6.996659937799990985e+02
2.451046519099310501e+02;1.336448281798662663e+02;9.754842603899994629e+02
2.446972871397743177e+02;9.506931728007552351e+01;9.124051584600008482e+02
4.685393817972550323e+01;-1.310634888898682391e+02;6.504976723000012271e+02
-1.277320495799981330e+02;1.802739606100262790e+02;9.043965745000000425e+02
2.748103581398761435e+02;1.637036674001144831e+02;9.733237325800007511e+02
-1.270265343398512670e+02;7.573697374995640530e+01;9.108927543399995557e+02
1.731006736000080366e+02;1.099753765398344001e+02;9.543831289599989987e+02
3.364010012799028004e+02;3.819996628021159779e+01;8.772549049600013404e+02
1.556492628898151054e+02;-2.066951535498151600e+02;6.305219967300012058e+02
6.390952574014874443e+01;-1.202423212004360131e+01;7.970358883799993919e+02
1.549515373298934833e+02;-2.204272671199198044e+02;6.357454214100006311e+02
1.636003046700051868e+02;-1.077263118300201796e+02;7.012607261499997549e+02
9.698458939962950609e+00;-2.154304083500567799e+02;7.122740647799997760e+02
2.288524586400999397e+02;-2.337548910799872885e+02;6.412732623999999078e+02
