# id; u corrected; v corrected
140.000000;5203.475530;9427.521390
141.000000;1061.158662;9264.042699
142.000000;7774.901971;8614.835259
143.000000;3200.958253;6317.795429
144.000000;689.149558;6619.811746
145.000000;8417.129599;5066.196510
146.000000;4948.940595;4426.616672
147.000000;483.136887;4019.071518
148.000000;8167.498928;2134.001868
149.000000;3047.385714;2388.784197
150.000000;1872.911291;1867.011959
151.000000;6100.842494;837.216410
