# id; u; v
140.000000;5200.281250;9412.741210
141.000000;1083.361940;9241.411130
142.000000;7756.403810;8599.439450
143.000000;3201.653560;6317.517580
144.000000;705.641174;6616.324220
145.000000;8397.583980;5069.947270
146.000000;4948.555660;4427.641110
147.000000;505.006348;4029.114500
148.000000;8139.125980;2162.106930
149.000000;3053.146000;2403.161620
150.000000;1889.253170;1892.360960
151.000000;6088.087890;875.374756
